"subID","mean_cv_rt","mean_oe_rt","pure_RT","switch_altrun_rt","non_altrun_rt","switch_rand_rt","non_rand_rt","global_cost_alt_RT","global_cost_rand_RT","local_switch_cost_alt_RT","local_switch_cost_rand_RT"
"1",726.052631578947,888.280898876405,807.166765227676,1510.77358490566,1556.76363636364,1449.09433962264,1120.64583333333,749.59687113596,313.479068105657,-45.9900514579761,328.448506289308
"2",576.840425531915,690.869565217391,633.854995374653,928.947368421053,901.620689655172,1096.31034482759,990.220338983051,267.765694280519,356.365343608398,27.3266787658802,106.090005844535
"3",597.766666666667,672.304347826087,635.035507246377,1475.19230769231,1507.62962962963,1394.72,1196.66666666667,872.594122383253,561.63115942029,-32.4373219373219,198.053333333333
"4",821.747368421053,748.595744680851,785.171556550952,1768.8813559322,1671.45762711864,1618.47457627119,1470.51724137931,886.286070567692,685.345684828358,97.4237288135594,147.957334891876
"5",735.420454545455,701.806451612903,718.613453079179,1239.03773584906,1220.875,1311.38181818182,1276.17857142857,502.261546920821,557.565118349392,18.1627358490566,35.203246753247
"6",940.223404255319,883.655913978495,911.939659116907,1588.38181818182,1179.94545454545,1672.50943396226,1251.0701754386,268.005795428548,339.13051632169,408.436363636364,421.439258523668
"7",745.34375,751.705882352941,748.524816176471,1664.98148148148,1715.05263157895,1707.14035087719,1373.32727272727,966.527815402477,624.802456550802,-50.0711500974658,333.81307814992
"8",840.75,845.873684210526,843.311842105263,1665.98181818182,1488.41666666667,1749.70491803279,1628.65517241379,645.104824561404,785.34333030853,177.565151515151,121.049745618994
"9",517.40625,551.395604395604,534.400927197802,1187.79310344828,1141.73770491803,1043.15254237288,1025.45762711864,607.33677772023,491.056699920842,46.0553985302431,17.6949152542372
"10",812.389473684211,1415.09302325581,1113.74124847001,1796.34693877551,2063.86274509804,2216.25581395349,1855.6875,950.121496628027,741.946251529988,-267.515806322529,360.568313953489
"11",617.074468085106,747.844444444444,682.459456264775,1250.15517241379,1115.71186440678,1057.44262295082,973.421052631579,433.252408142004,290.961596366804,134.443308007013,84.0215703192407
"12",606.595744680851,639.978260869565,623.287002775208,1127.69642857143,1068.10344827586,1335.15789473684,1142.0701754386,444.816445500654,518.783172663388,59.5929802955666,193.087719298246
"13",682.073684210526,773.946808510638,728.010246360582,1700.79310344828,1592.74137931034,1639.48333333333,1479.27586206897,864.731132949763,751.265615708383,108.051724137931,160.207471264368
"14",711.631578947368,902.623655913978,807.127617430673,1431.72222222222,1332.05454545455,1586.37931034483,1412.47272727273,524.926928023872,605.345109842054,99.6676767676768,173.9065830721
"15",474.267441860465,514.173333333333,494.220387596899,685.744186046512,628.488888888889,669.808510638298,570.512195121951,134.26850129199,76.291807525052,57.2552971576226,99.2963155163467
"16",940.645161290323,899.204301075269,919.924731182796,2014.84615384615,2019.83018867925,2777.72093023256,2442.18,1099.90545749645,1522.2552688172,-4.98403483309153,335.540930232558
"17",556.505376344086,534.923913043478,545.714644693782,1861.88888888889,1658.05172413793,1748.26530612245,1244.01851851852,1112.33707944415,698.303873824736,203.837164750958,504.24678760393
"18",767.434782608696,931.870967741935,849.652875175316,1292,1384.24137931034,1506.06896551724,1316.49056603774,534.588504135029,466.83769086242,-92.2413793103449,189.578399479506
"19",727.915789473684,787.54347826087,757.729633867277,1370.16666666667,1444.33898305085,1109.28846153846,1078.74074074074,686.609349183571,321.011106873464,-74.1723163841807,30.5477207977208
"20",763.958333333333,917.290322580645,840.624327956989,1501.57142857143,1401.23333333333,1617.44827586207,1480.10909090909,560.609005376344,639.484762952102,100.338095238095,137.339184952978
"21",480.195652173913,510.494736842105,495.345194508009,974.736842105263,889.95,1208.61016949153,1102.3275862069,394.604805491991,606.982391698887,84.7868421052631,106.282583284629
"22",636.484210526316,760.684210526316,698.584210526316,1713,1402.3,1776.28846153846,1653.29824561404,703.715789473684,954.714035087719,310.7,122.990215924426
"23",497.442105263158,658.012345679012,577.727225471085,1253.04,924.842105263158,1102.10169491525,933.980392156863,347.114879792073,356.253166685778,328.197894736842,168.121302758391
"24",661.957894736842,718.322580645161,690.140237691002,1747.98039215686,1656.80392156863,1801.11111111111,1570.52830188679,966.663683877626,880.388064195791,91.1764705882354,230.582809224319
"25",543.294736842105,591.279569892473,567.287153367289,1256.35087719298,1217.50847457627,1155.37931034483,1134.89830508475,650.221321208982,567.611151717457,38.8424026167111,20.4810052600819
"26",588.884210526316,690.244680851064,639.56444568869,1199.01851851852,1074.83050847458,1308.10169491525,919.684210526316,435.266062785886,280.119764837626,124.188010043942,388.417484388938
"27",717.360465116279,925.526315789474,821.443390452876,1262.59574468085,1344.32,1385.91379310345,1236.94230769231,522.876609547124,415.498917239431,-81.7242553191488,148.971485411141
"28",679.173913043478,677.651685393258,678.412799218368,1435.94230769231,1334.01818181818,1676.18867924528,1288.27272727273,655.605382599814,609.859928054359,101.924125874126,387.915951972556
"29",549.505263157895,645.709677419355,597.607470288625,1187.05357142857,1229.9,1335.32727272727,1168.91228070175,632.292529711375,571.304810413129,-42.8464285714288,166.414992025518
"30",646.811111111111,635.159090909091,640.985101010101,1646,1749.18867924528,1943.69090909091,1768.78571428571,1108.20357823518,1127.80061327561,-103.188679245283,174.905194805195
"31",628.094736842105,666.715789473684,647.405263157895,1441.89655172414,1439.41666666667,1478.4262295082,1210.92857142857,792.011403508772,563.523308270677,2.47988505747117,267.497658079625
"33",704.448979591837,704.140350877193,704.294665234515,212.875,236.148148148148,590.27027027027,575.172413793103,-468.146517086367,-129.122251441411,-23.2731481481482,15.0978564771668
"34",603.968421052632,667.705263157895,635.836842105263,1393.32142857143,1211.72881355932,1461.03571428571,1452.66101694915,575.891971454059,816.824174843889,181.592615012107,8.37469733656167
"35",438.538461538462,414.954545454545,426.746503496503,1237.64814814815,1226.2,1253.2,1148.25423728814,799.453496503497,721.507733791632,11.448148148148,104.945762711865
"36",765.642857142857,815.469945355191,790.556401249024,1534.78899082569,1537.58474576271,1634.71186440678,1353.80357142857,747.028344513688,563.247170179547,-2.79575493702396,280.908292978208
"37",868.8,1070.20930232558,969.504651162791,1664.84615384615,1880.56603773585,1877.83673469388,1563.04255319149,911.061386573058,593.537902028699,-215.719883889695,314.794181502388
"38",550.344086021505,571.010638297872,560.677362159689,1423.76785714286,1440.4262295082,1373.68421052632,1136.19298245614,879.748867348508,575.515620296451,-16.6583723653396,237.491228070176
"39",427.604651162791,443.166666666667,435.385658914729,1191,1058.20338983051,1085.66666666667,1066.41071428571,622.81773091578,631.025055370986,132.796610169491,19.2559523809525
"40",585.868131868132,563.804347826087,574.836239847109,1139.53571428571,1121.98245614035,1272.70689655172,1361.79310344828,547.146216293241,786.956863601166,17.5532581453633,-89.0862068965516
"41",501.872093023256,605.059523809524,553.46580841639,1359.08571428571,1199.3829787234,1049.26086956522,856.511111111111,645.917170307014,303.045302694721,159.70273556231,192.749758454106
"42",545.315217391304,718,631.657608695652,1186.42592592593,1185.22950819672,1501.10714285714,1132.1724137931,553.571899501069,500.514805097451,1.19641772920454,368.934729064039
"43",545.574468085106,635.384615384615,590.479541734861,1356.1724137931,1337.59649122807,1131.22807017544,1087.42105263158,747.116949493209,496.941510896718,18.5759225650334,43.8070175438597
"44",647.666666666667,709.879120879121,678.772893772894,1232.9375,1198.40909090909,1598.01960784314,1393.65306122449,519.636197136197,714.880167451596,34.528409090909,204.366546618647
"45",543.336842105263,565.591397849462,554.464119977363,1030.52542372881,1000.25,870.810344827586,926.892857142857,445.785880022637,372.428737165494,30.2754237288136,-56.0825123152709
"46",655.532608695652,585.23595505618,620.384281875916,1462.40816326531,1475.61016949153,1400.79245283019,1297.46296296296,855.225887615609,677.078681087047,-13.2020062262193,103.329489867226
"47",666.712765957447,701.569892473118,684.141329215283,1380.31578947368,1389.12068965517,1266.98214285714,1351.10344827586,704.97936043989,666.96211906058,-8.80490018148816,-84.1213054187192
"48",497,605.542168674699,551.271084337349,1436.75925925926,1456.32142857143,1779.04081632653,1339.16666666667,905.050344234079,787.895582329317,-19.5621693121693,439.874149659864
"49",674.423913043478,644.340659340659,659.382286192069,845.375,821.452380952381,684.613636363636,790.232558139535,162.070094760312,130.850271947466,23.922619047619,-105.618921775898
"50",468.106382978723,575.263736263736,521.68505962123,1000.16666666667,1159.30909090909,985.283333333333,960.763636363636,637.624031287861,439.078576742407,-159.142424242424,24.519696969697
"51",556.468085106383,537.715789473684,547.091937290034,1479.47457627119,1082.96721311475,1446.55172413793,1219.27118644068,535.87527582472,672.179249150644,396.507363156432,227.280537697253
"52",515.882978723404,618.326086956522,567.104532839963,1304.30952380952,1305.92452830189,569.045454545455,588.266666666667,738.819995461924,21.1621338267037,-1.61500449236291,-19.2212121212121
"53",493.106382978723,542.825581395349,517.965982187036,1249.70588235294,1138.46666666667,1309.31578947368,1194.09090909091,620.500684479631,676.124926903873,111.239215686275,115.224880382775
"54",578.875,548.918604651163,563.896802325581,1290.09259259259,1377.87037037037,1240.49122807018,1161.06896551724,813.973568044789,597.17216319166,-87.7777777777778,79.4222625529339
"55",830.010869565217,789.397727272727,809.704298418972,2043.76,1781.67857142857,1839.16666666667,1476.66,971.974273009599,666.955701581028,262.081428571429,362.506666666667
"56",649.533333333333,743.010752688172,696.272043010753,1430.59183673469,1637.125,1510.61403508772,1278.15789473684,940.852956989247,581.885851726089,-206.533163265306,232.456140350877
"57",417.255813953488,562.650602409639,489.953208181563,1054.41071428571,845.054545454545,913.327272727273,923.222222222222,355.101337272982,433.269014040659,209.356168831169,-9.8949494949494
"58",848.978494623656,921.597826086957,885.288160355306,1775.95454545455,1294.89090909091,1698.83928571429,1247.69230769231,409.602748735603,362.404147337001,481.063636363636,451.146978021978
"59",697.946808510638,767.717391304348,732.832099907493,1674.05882352941,1308.05084745763,1470.96551724138,1419.65517241379,575.218747550134,686.8230725063,366.007976071785,51.3103448275863
"60",464.558139534884,501,482.779069767442,1293.65909090909,1086.07407407407,1190.94117647059,1040.52,603.295004306632,557.740930232558,207.585016835017,150.421176470588
"61",522.914893617021,506.073684210526,514.494288913774,1073.72413793103,978.983333333333,1093.56666666667,1017.08474576271,464.48904441956,502.590456848938,94.7408045977011,76.4819209039547
"62",630.106382978723,650.242105263158,640.174244120941,1249.52542372881,1331.08620689655,1327.93333333333,1274.9649122807,690.911962775611,634.790668159761,-81.560783167738,52.9684210526316
"63",526.989473684211,577.431578947368,552.210526315789,1098.01694915254,1129.56666666667,1069.64406779661,998.050847457627,577.356140350877,445.840321141838,-31.5497175141243,71.5932203389831
"64",600.842105263158,919.054347826087,759.948226544622,1337.39285714286,1411.18644067797,1435.01694915254,1202.53448275862,651.238214133344,442.586256213998,-73.7935835351091,232.482466393922
"65",606.408602150538,542.911111111111,574.659856630824,1511.98113207547,1549.65517241379,1349.69090909091,1059.1320754717,974.995315782969,484.472218840874,-37.6740403383212,290.558833619211
