"output2.subID","mean_cv_rt","mean_oe_rt","pure_RT","switch_altrun_rt","non_altrun_rt","switch_rand_rt","non_rand_rt","global_cost_alt_RT","global_cost_rand_RT","local_switch_cost_alt_RT","local_switch_cost_rand_RT"
"1001",808.604166666667,746.652631578947,777.628399122807,2074.5593220339,2159.93220338983,2115.73770491803,1699.16949152542,1382.30380426702,921.541092402617,-85.3728813559323,416.568213392609
"1002",883.305263157895,927.096774193548,905.201018675722,1640.96610169492,1716.75409836066,1855.48333333333,1831.96610169492,811.553079684934,926.765083019194,-75.7879966657404,23.517231638418
"1003",1019.45054945055,855.425531914894,937.438040682722,2723.18518518519,2651.98333333333,2738.1,1745.6724137931,1714.54529265061,808.234373110382,71.2018518518521,992.427586206896
"1006",760.625,780.333333333333,770.479166666667,1907.81818181818,1586.18644067797,1971.62711864407,1336.16949152542,815.707274011299,565.690324858757,321.631741140216,635.457627118644
"1007",1076.02083333333,1911.53571428571,1493.77827380952,2050.79245283019,1915.56363636364,1837.0701754386,1563.69811320755,421.785362554112,69.9198393980232,135.228816466552,273.372062231049
"1008",743.673684210526,610.263157894737,676.968421052632,1474.91228070175,1327.3,1690.62295081967,1260.08474576271,650.331578947368,583.11632471008,147.612280701754,430.53820505696
"1009",1770.3125,1241.81052631579,1506.06151315789,2601.19298245614,2312.9,2755.25862068966,2511.37931034483,806.838486842105,1005.31779718693,288.29298245614,243.879310344828
"1010",1628.17021276596,1540.81720430108,1584.49370853352,5348.5,6108.18181818182,5109.97619047619,4743.79591836735,4523.6881096483,3159.30220983383,-759.681818181818,366.180272108844
"1011",656.106382978723,730.52688172043,693.316632349577,1819.63793103448,1776.61403508772,1545.58620689655,1427.84745762712,1083.29740273814,734.530825277542,43.0238959467636,117.738749269433
"1013",667,1143.8488372093,905.424418604651,1920.28571428571,2401.11363636364,2576.17142857143,2103.15151515152,1495.68921775899,1197.72709654686,-480.827922077922,473.019913419913
"1014",1003.02083333333,1477.4358974359,1240.22836538462,2400.38461538462,1885.52830188679,2339.32142857143,2335.09259259259,645.299936502177,1094.86422720798,514.856313497823,4.22883597883583
"1015",731.364583333333,771.914893617021,751.639738475177,1981.65517241379,1921.66666666667,1543.73684210526,1503.18965517241,1170.02692819149,751.549916697236,59.9885057471263,40.5471869328494
"1016",992.884210526316,986.780487804878,989.832349165597,1776.3,1998.77777777778,2127.45614035088,1756.36,1008.94542861218,766.527650834403,-222.477777777778,371.096140350877
"1017",552.924731182796,673.021276595745,612.97300388927,1712.63157894737,1650.5,1708.79310344828,1861.62068965517,1037.52699611073,1248.6476857659,62.1315789473683,-152.827586206897
"1018",900.086021505376,1598.23595505618,1249.16098828078,2340.48275862069,2109.8,2683.61403508772,2157.20338983051,860.639011719222,908.04240154973,230.68275862069,526.410645257211
"1019",769.414893617021,962.591397849462,866.003145733242,1676.21568627451,1870.85964912281,1996.21052631579,1742.70175438596,1004.85650338957,876.698608652723,-194.643962848297,253.508771929824
"1020",989.344086021505,1022.35164835165,1005.84786718658,2110.6,1812.01724137931,2591.22641509434,2170.05172413793,806.169374192733,1164.20385695135,298.58275862069,421.174690956409
"1022",687.2,1088.95698924731,888.078494623656,1962.01818181818,1885.70909090909,2260.65,2337.89473684211,997.630596285435,1449.81624221845,76.3090909090909,-77.2447368421053
"2001",1210.92222222222,3747.36,2479.14111111111,4337.86363636364,3296.93333333333,3366.44827586207,2829.125,817.792222222222,349.983888888889,1040.9303030303,537.323275862069
"2002",840.52808988764,1123.86111111111,982.194600499376,4019.28947368421,3008.8085106383,1253.58974358974,1205.74285714286,2026.61391013892,223.548256643481,1010.48096304591,47.8468864468864
"2003",2891.20481927711,2229.07142857143,2560.13812392427,1590.04761904762,1726.58333333333,1298.28888888889,1347.26829268293,-833.554790590935,-1212.86983124134,-136.535714285714,-48.979403794038
"2004",943.021505376344,743.378947368421,843.200226372383,2442.03921568627,2373.90740740741,2537.74074074074,2271.89090909091,1530.70718103502,1428.69068271853,68.1318082788671,265.849831649832
"2005",1430,963.673684210526,1196.83684210526,1857.91525423729,1823.37288135593,1517.91666666667,1324.22807017544,626.536039250669,127.391228070175,34.542372881356,193.688596491228
"2006",1225.71875,1327.76842105263,1276.74358552632,2041.58928571429,2099.85,2523.7868852459,1759.90909090909,823.106414473684,483.165505382775,-58.2607142857141,763.87779433681
"2007",1348.51086956522,1582.73404255319,1465.6224560592,3206.53703703704,3060.11111111111,2883.65573770492,2740.4,1594.48865505191,1274.7775439408,146.425925925926,143.255737704918
"2009",1444.12359550562,1406.52941176471,1425.32650363516,820.820512820513,963.142857142857,1338.83333333333,1427.34210526316,-462.183646492305,2.01560162799615,-142.322344322344,-88.5087719298247
"2010",729.182795698925,731.414893617021,730.298844657973,682.681818181818,750.704545454545,703.466666666667,785.761904761905,20.4057007965725,55.4630601039319,-68.0227272727274,-82.2952380952381
"2011",1082.75,1533.98863636364,1308.36931818182,3321.83720930233,2962.31818181818,2752.56363636364,2562.48275862069,1653.94886363636,1254.11344043887,359.519027484143,190.080877742947
"2012",798.978494623656,757.836956521739,778.407725572697,1833.94915254237,1695.52459016393,2072.58333333333,1666.54385964912,917.116864591237,888.136134076425,138.424562378439,406.039473684211
"2014",2158.5,1888.59139784946,2023.54569892473,1882.21052631579,2038.52542372881,2577.31147540984,2295.31034482759,14.9797248040825,271.764645902855,-156.314897413024,282.00113058225
"2015",1083.48387096774,1129.24468085106,1106.3642759094,1690.14285714286,1870.0701754386,1766.11475409836,1777.93103448276,763.705899529194,671.566758573356,-179.927318295739,-11.8162803843979
"2016",920.913978494624,812.777777777778,866.845878136201,667.545454545455,597.410256410256,629.827586206897,658.166666666667,-269.435621725944,-208.679211469534,70.135198135198,-28.3390804597701
"2017",915.031914893617,895.268817204301,905.150366048959,1876.60377358491,1961.79661016949,1814.7,1670.60714285714,1056.64624412053,765.456776808184,-85.1928365845858,144.092857142857
"2019",910.86170212766,873.679487179487,892.270594653573,1730.04081632653,1558,2121.37735849057,1467.42,665.729405346427,575.149405346427,172.040816326531,653.957358490566
"2020",1198.47872340426,1168.90217391304,1183.69044865865,911.023255813953,1067.325,1127.54761904762,1156.84615384615,-116.365448658649,-26.8442948124957,-156.301744186047,-29.2985347985348
"2023",794.627659574468,846.531914893617,820.579787234043,1706.27586206897,1838.18032786885,1639.09259259259,1532.46551724138,1017.60054063481,711.885730007337,-131.904465799887,106.627075351213
