"output2.subID","mean_cv_rt","mean_oe_rt","pure_RT","switch_altrun_rt","non_altrun_rt","switch_rand_rt","non_rand_rt","global_cost_alt_RT","global_cost_rand_RT","local_switch_cost_alt_RT","local_switch_cost_rand_RT"
"1001",808.604166666667,746.652631578947,777.628399122807,2074.5593220339,2159.93220338983,2115.73770491803,1699.16949152542,1382.30380426702,921.541092402617,-85.3728813559323,416.568213392609
"1002",883.305263157895,927.096774193548,905.201018675722,1640.96610169492,1716.75409836066,1855.48333333333,1831.96610169492,811.553079684934,926.765083019194,-75.7879966657404,23.517231638418
"1003",1019.45054945055,855.425531914894,937.438040682722,2627.83018867925,2651.98333333333,2661.8813559322,1745.6724137931,1714.54529265061,808.234373110382,-24.153144654088,916.2089421391
"1006",760.625,780.333333333333,770.479166666667,1907.81818181818,1586.18644067797,1971.62711864407,1336.16949152542,815.707274011299,565.690324858757,321.631741140216,635.457627118644
"1007",1076.02083333333,1911.53571428571,1493.77827380952,2050.79245283019,1915.56363636364,1837.0701754386,1563.69811320755,421.785362554112,69.9198393980232,135.228816466552,273.372062231049
"1008",743.673684210526,610.263157894737,676.968421052632,1474.91228070175,1327.3,1690.62295081967,1260.08474576271,650.331578947368,583.11632471008,147.612280701754,430.53820505696
"1009",1770.3125,1241.81052631579,1506.06151315789,2601.19298245614,2312.9,2755.25862068966,2511.37931034483,806.838486842105,1005.31779718693,288.29298245614,243.879310344828
"1010",1628.17021276596,1479.46739130435,1553.81880203515,5089.4375,5381.14285714286,4942.97435897436,4507.08888888889,3827.3240551077,2953.27008685374,-291.705357142857,435.885470085471
"1011",656.106382978723,730.52688172043,693.316632349577,1682.61206896552,1599.22413793103,1682.61206896552,1599.22413793103,905.907505581458,905.907505581458,83.3879310344828,83.3879310344828
"1013",667,1143.8488372093,905.424418604651,1920.28571428571,2160.16666666667,2576.17142857143,1936.84375,1254.74224806202,1031.41933139535,-239.880952380952,639.327678571428
"1014",1003.02083333333,1477.4358974359,1240.22836538462,2299.03921568627,1885.52830188679,2249.09090909091,2335.09259259259,645.299936502177,1094.86422720798,413.510913799482,-86.0016835016836
"1015",731.364583333333,771.914893617021,751.639738475177,1981.65517241379,1921.66666666667,1543.73684210526,1503.18965517241,1170.02692819149,751.549916697236,59.9885057471263,40.5471869328494
"1016",992.884210526316,986.780487804878,989.832349165597,1776.3,1998.77777777778,2127.45614035088,1756.36,1008.94542861218,766.527650834403,-222.477777777778,371.096140350877
"1017",552.924731182796,673.021276595745,612.97300388927,1712.63157894737,1650.5,1708.79310344828,1766.36842105263,1037.52699611073,1153.39541716336,62.1315789473683,-57.5753176043559
"1018",900.086021505376,1598.23595505618,1249.16098828078,2340.48275862069,2109.8,2603.92857142857,2157.20338983051,860.639011719222,908.04240154973,230.68275862069,446.725181598063
"1019",769.414893617021,962.591397849462,866.003145733242,1676.21568627451,1774.85714285714,1996.21052631579,1742.70175438596,908.853997123901,876.698608652723,-98.6414565826331,253.508771929824
"1020",989.344086021505,1022.35164835165,1005.84786718658,2110.6,1812.01724137931,2591.22641509434,2081.17543859649,806.169374192733,1075.32757140991,298.58275862069,510.050976497848
"1022",687.2,1088.95698924731,888.078494623656,1962.01818181818,1885.70909090909,2260.65,2248.23214285714,997.630596285435,1360.15364823349,76.3090909090909,12.4178571428574
"1023",579.802083333333,669.873684210526,624.83788377193,1464.03389830508,1381.31147540984,1355.73333333333,1248.57894736842,756.473591637906,623.741063596491,82.7224228952487,107.154385964912
"1024",945.270833333333,781.336842105263,863.303837719298,1630.93220338983,1502.5737704918,1987.90163934426,1791.1186440678,639.269932772505,927.814806348498,128.358432898027,196.782995276466
"1025",918.905263157895,1040.04255319149,979.473908174692,2623.83636363636,2642.5593220339,2352.11320754717,2201.87719298246,1663.08541385921,1222.40328480776,-18.7229583975345,150.236014564714
"1026",1101.50526315789,964.404255319149,1032.95475923852,2262.92857142857,1878.40677966102,2452.74137931034,1892.42105263158,845.452020422495,859.466293393057,384.521791767555,560.320326678766
"1027",1357.30434782609,1114.23076923077,1235.76755852843,1542.2,1544.14285714286,845.644444444444,981.974358974359,308.375298614429,-253.793199554069,-1.94285714285706,-136.329914529915
"1027.5",1317.90322580645,1452.72826086957,1385.31574333801,2883.36363636364,2764.26923076923,2846.6,2159.22413793103,1378.95348743122,773.908394593026,119.094405594406,687.375862068965
"1029",1133.39130434783,1133.95744680851,1133.67437557817,2407.96428571429,2468.82142857143,2258.8275862069,1916.89473684211,1335.14705299326,783.220361263937,-60.8571428571427,341.932849364792
"1030",822.279569892473,861.172043010753,841.725806451613,1560.84210526316,1621.31034482759,2017.87931034483,1894.77586206897,779.584538375973,1053.05005561735,-60.4682395644284,123.103448275862
"1031",927.747368421053,1031.63829787234,979.692833146697,2003.37288135593,2260.37288135593,1893.53333333333,1656.5593220339,1280.68004820924,676.866488887202,-257,236.974011299435
"2001",1210.92222222222,3594.10416666667,2402.51319444444,4014.2,3296.93333333333,3366.44827586207,2829.125,894.420138888889,426.611805555556,717.266666666666,537.323275862069
"2002",840.52808988764,1123.86111111111,982.194600499376,3610.20588235294,3008.8085106383,1253.58974358974,1205.74285714286,2026.61391013892,223.548256643481,601.397371714643,47.8468864468864
"2003",2724.2375,2099.26829268293,2411.75289634146,1590.04761904762,1726.58333333333,1298.28888888889,1347.26829268293,-685.16956300813,-1064.48460365854,-136.535714285714,-48.979403794038
"2004",943.021505376344,673.202127659574,808.111816517959,2336.82,2373.90740740741,2537.74074074074,2271.89090909091,1565.79559088945,1463.77909257295,-37.0874074074072,265.849831649832
"2005",1430,963.673684210526,1196.83684210526,1857.91525423729,1823.37288135593,1517.91666666667,1324.22807017544,626.536039250669,127.391228070175,34.542372881356,193.688596491228
"2006",1225.71875,1327.76842105263,1276.74358552632,2041.58928571429,2099.85,2523.7868852459,1759.90909090909,823.106414473684,483.165505382775,-58.2607142857141,763.87779433681
"2007",1348.51086956522,1582.73404255319,1465.6224560592,3047.63461538462,3060.11111111111,2883.65573770492,2740.4,1594.48865505191,1274.7775439408,-12.4764957264961,143.255737704918
"2009",1444.12359550562,1406.52941176471,1425.32650363516,820.820512820513,963.142857142857,1338.83333333333,1427.34210526316,-462.183646492305,2.01560162799615,-142.322344322344,-88.5087719298247
"2010",729.182795698925,731.414893617021,730.298844657973,682.681818181818,750.704545454545,703.466666666667,785.761904761905,20.4057007965725,55.4630601039319,-68.0227272727274,-82.2952380952381
"2011",1082.75,1533.98863636364,1308.36931818182,3221.21428571429,2962.31818181818,2661.59259259259,2562.48275862069,1653.94886363636,1254.11344043887,258.896103896104,99.1098339719028
"2012",798.978494623656,757.836956521739,778.407725572697,1833.94915254237,1695.52459016393,2072.58333333333,1666.54385964912,917.116864591237,888.136134076425,138.424562378439,406.039473684211
"2014",2158.5,1825.15217391304,1991.82608695652,1882.21052631579,1950.20689655172,2577.31147540984,2295.31034482759,-41.6191904047976,303.484257871064,-67.9963702359348,282.00113058225
"2015",1083.48387096774,1129.24468085106,1106.3642759094,1690.14285714286,1870.0701754386,1766.11475409836,1777.93103448276,763.705899529194,671.566758573356,-179.927318295739,-11.8162803843979
"2016",920.913978494624,812.777777777778,866.845878136201,667.545454545455,597.410256410256,629.827586206897,658.166666666667,-269.435621725944,-208.679211469534,70.135198135198,-28.3390804597701
"2017",915.031914893617,895.268817204301,905.150366048959,1876.60377358491,1868.3275862069,1814.7,1670.60714285714,963.177220157937,765.456776808184,8.27618737800913,144.092857142857
"2019",910.86170212766,873.679487179487,892.270594653573,1730.04081632653,1558,2121.37735849057,1467.42,665.729405346427,575.149405346427,172.040816326531,653.957358490566
"2020",1198.47872340426,1168.90217391304,1183.69044865865,911.023255813953,1067.325,1127.54761904762,1156.84615384615,-116.365448658649,-26.8442948124957,-156.301744186047,-29.2985347985348
"2021",1299.46315789474,1650.71014492754,1475.08665141114,2693.41666666667,2745.52941176471,2608.9387755102,2206.70588235294,1270.44276035357,731.619230941804,-52.1127450980393,402.232893157263
"2022",903.210526315789,847.659574468085,875.435050391937,2085.83636363636,2208.84745762712,2428.43103448276,2260.29310344828,1333.41240723518,1384.85805305634,-123.011093990755,168.137931034483
"2023",794.627659574468,846.531914893617,820.579787234043,1639.09259259259,1532.46551724138,1706.27586206897,1838.18032786885,711.885730007337,1017.60054063481,106.627075351213,-131.904465799887
"2024",982.52808988764,1053.21951219512,1017.87380104138,3377.44230769231,2252.84482758621,2997.66666666667,2335.89130434783,1234.97102654483,1318.01750330644,1124.5974801061,661.775362318841
"2025",971.063157894737,760.150537634409,865.606847764573,2518.76923076923,2813.56896551724,2224.70491803279,2487.35714285714,1947.96211775267,1621.75029509257,-294.79973474801,-262.652224824356
"2026",800.815217391304,1213.27659574468,1007.04590656799,2123.75,1690.08928571429,2379.06896551724,1446.77192982456,683.043379146293,439.726023256569,433.660714285714,932.29703569268
"2027",1336.38709677419,1691.77777777778,1514.08243727599,3600.83928571429,3577.16363636364,3112.39285714286,2839.54385964912,2063.08119908765,1325.46142237314,23.6756493506496,272.848997493735
"2028",1018.64444444444,899.031578947368,958.838011695906,2314.44642857143,2039.82456140351,2018.83928571429,1958.03333333333,1080.9865497076,999.195321637427,274.62186716792,60.8059523809525
"2029",905.043010752688,1139.21590909091,1022.1294599218,2619.85185185185,2456.09090909091,2066.31578947368,1794.91379310345,1433.96144916911,772.78433318165,163.760942760943,271.401996370236
"2031",886.893617021277,853.659574468085,870.276595744681,2083.66666666667,1800.63333333333,1957.37931034483,1665.53448275862,930.356737588653,795.25788701394,283.033333333333,291.844827586207
"2032",1370.82352941176,1243.45161290323,1307.1375711575,2327.4,2334.93220338983,2679.35714285714,2240.78571428571,1027.79463223234,933.648143128219,-7.53220338983056,438.571428571428
"3001",795.46875,828.840425531915,812.154587765957,1496.69642857143,1618.34426229508,1584.1,1541.85714285714,806.189674529125,729.702555091185,-121.647833723653,42.242857142857
"3002",742.13829787234,900.255319148936,821.196808510638,2588.08620689655,2710.6393442623,3392.63793103448,2510.08771929825,1889.44253575166,1688.89091078761,-122.553137365744,882.550211736237
"3003",711.416666666667,1548.41758241758,1129.91712454212,1692.16071428571,1828.31578947368,1741.12727272727,1474.52727272727,698.39866493156,344.610148185148,-136.15507518797,266.6
"3004",642.868131868132,756.32967032967,699.598901098901,1431.13559322034,1134.86440677966,1467.11111111111,1257.6,435.26550568076,558.001098901099,296.271186440678,209.511111111111
"3006",646.752688172043,616.193548387097,631.47311827957,1193.79661016949,964.44262295082,1615.49152542373,1452.69491525424,332.96950467125,821.221796974667,229.353987218672,162.796610169491
"3007",712.387096774194,692.434782608696,702.410939691445,2008.93220338983,2046.56666666667,1731.08474576271,1512.80357142857,1344.15572697522,810.392631737127,-37.6344632768362,218.281174334141
"3008",617.451612903226,584.274725274725,600.863169088976,1436.50847457627,1528.43103448276,1258.41071428571,1341.75438596491,927.567865393783,740.891216875937,-91.9225599064873,-83.343671679198
"3009",936.659574468085,1048.89655172414,992.778063096112,2459.44,2332.67857142857,2546.05555555556,1862.24561403509,1339.90050833246,869.467550938976,126.761428571428,683.809941520468
"3010",900.087912087912,1451,1175.54395604396,3155.60784313725,3068.96,2682.38636363636,2624.63043478261,1893.41604395604,1449.08647873865,86.6478431372548,57.755928853755
"3012",854.548387096774,947.586956521739,901.067671809257,1983.30357142857,2089.89830508475,2228.60784313725,2128.75862068966,1188.83063327549,1227.6909488804,-106.594733656175,99.8492224475995
"3013",717.416666666667,792.47311827957,754.944892473118,1880.50847457627,1375.83606557377,1787.84482758621,1661.58620689655,620.891173100652,906.641314423433,504.672409002501,126.258620689655
"3014",1455.02666666667,1016.23595505618,1235.63131086142,3604.36363636364,2977.10526315789,4045.69565217391,3618.88679245283,1741.47395229647,2383.25548159141,627.258373205742,426.808859721083
